No. tar.,No.,Tema, ,Opción A,Opción B,Opción C
T151,2,Historia Universal,"¿En qué puerto de EE.UU., en 1773, colonos ingleses vestidos de indios arrojaron al mar un cargamento británico de 342 sacos de té?",Nueva York,Boston *,Nueva Orleans
,,,,,,
T151,3,Geografía Universal,"Su territorio mide casi lo mismo que el de EE.UU., pero su población es 10 veces menor...",Canadá *,Australia,Brasil
,,,,,,
T151,4,"Artes, Deportes y Entretenimientos","En la fabula de Esopo, cuando la zorra nopuede alcanzar el racimo de uvas, se conforma diciendo...",Están verdes*,Al fin que ni quería,Detesto las uvas
,,,,,,
T151,5,Ciencias y Tecnología,En el siglo XVIII el químico británico Humphry Davy descubrió que la inhalación del óxido nitroso provoca hilaridad; es decir...,Risa *,Llanto,Decir la verdad
,,,,,,
T151,6,Cultura General,Las palabras escritas representan gráficamente a las habladas y están compuestas por letras; cuántas letras tiene el alfabeto?,25,27 *,31
,,,,,,
T152,1,México,Esta pregunta no la contestan la mayoría de los diputados; de cuántos artículos está compuesta nuestra constitución?,114,120,136 *
,,,,,,
T152,2,Historia Universal,"El Acta de Independencia de EE.UU., fue redactada por el que sería su tercer presidente y fue...",Benjamín Franklin,James Monroe,Thomas Jefferson*
,,,,,,
T152,3,Geografía Universal,¿Qué país es casi 9 veces más grande que nuestra república pero no mas bello y cálido?,China,Rusia *,Estados Unidos de América
,,,,,,
T152,4,"Artes, Deportes y Entretenimientos","¿En qué película,basada en hechos reales, Tom Hanks es secuestrado con todo y barco por un pequeño grupo de desarrapados piratas somalíes?",Capitan Phillips *,Motín a bordo,Nido de ratas
,,,,,,
T152,5,Ciencias y Tecnología,"El puerperio es el periodo postparto de normalización de la mujer, cuál es aproximadamente su duración?",2 a 4 semanas,5 a 6 semanas *,7 a 8 semanas
,,,,,,
T152,6,Cultura General,¿Qué filósofo oriental dijo que una imagen vale más que mil palabras?,Confucio *,Buda,Zoroastro
,,,,,,
T153,1,México,¿Cuántps reyes tuvieron los aztecas en los 200 años de existencia de ese poderoso imperio?,18,37,11 *
,,,,,,
T153,2,Historia Universal,"¿Qué país  pasó de El Gran Salto Adelante a la Gran Hambruna, entre 1958 y 1961, con un saldo entre 18 y 32 millones de muertes?",URSS,China *,India
,,,,,,
T153,3,Geografía Universal,"Sri Jayawardenapura Kotte es la capitalde Sri lanka, pero la ciudad principal de este país es...",Rangún,Colombo *,Rawlpindi
,,,,,,
T153,4,"Artes, Deportes y Entretenimientos","Este autor escribió una novela sobre un viaje De la tierra a la Luna, muy parecido al que un siglo después partiria también de Cabo Cañaveral",George Orwell,Julio Verne *,Carl Sagan
,,,,,,
T153,5,Ciencias y Tecnología,"¿Qué enfermedad desconocida entre las clases marginadas, resulta del rechazo a los alimentos por motivos sicológicos?",Anorexia *,Bulimia,Botulismo
,,,,,,
T153,6,Cultura General,"Hablando de economistas,¿ quién esta considerado como el primero de la historia?",Adam Smith *,John Maynard Keynes,John Kenneth Galbraith
,,,,,,
T154,1,México,"Rn 1910, México tenía 15 millones de habitantes. ¿Que parte de la población no sabía leer ni escribir?",80 % *,60 %,40%
,,,,,,
T154,2,Historia Universal,"Fué el primer zar de Rusia, y también el más malvado",Pedro El Cruel,Ivan El Terrible *,Carlos II El malo
,,,,,,
T154,3,Geografía Universal,"El océano mas grande del mundo mide mas que todos los continentes juntos, y algo mas, ¿cuál es ?",El Pacífico*,Al Atlántico,El Ïndico
,,,,,,
T154,4,"Artes, Deportes y Entretenimientos","Con una sola de stas pinturas hubiese alcanzado la inmortalidad: Las hilanderas, La rendición de Breda, El triunfo de Baco, Las Meninas.",Rembrandt,Velázquez *,Rubens
,,,,,,
T154,5,Ciencias y Tecnología,"El primer ser que vio la luna y las estrellas desde el espacio fue una perrita soviética, aunque no regresó para contarlo",Laika*,Troika,Matrushka
,,,,,,
T154,6,Cultura General,"No hay camino para la paz, la paz es el camino.¿Cómo se llama en retórica este juego de palabras dichas por Ghandi?",Hipérbola,Antonomasia,Retruécano *
,,,,,,
T155,1,México,"¿Quién escribió con lujo de detalles, la 'Historia verdadera de la Conquista de la Nueva España' 54 años después de que la vivió? ",Antonio Pigafetta,Juan de la Cosa,Bernal Díaz del castillo *
,,,,,,
T155,2,Historia Universal,"¿Qué país latinoamericano fue el primero en obtener su independencia en 1804, y además fundó la primera república negra del mundo?",Haití *,Jamaica,Trinidad y Tobago
,,,,,,
T155,3,Geografía Universal,"Europa es 10% mas grande que EE.UU., y 5 veces mayor que México; cuántos millones de kms./2 mide aprox.?",8,10 *,14
,,,,,,
T155,4,"Artes, Deportes y Entretenimientos","Novela de Gustave Flaubert donde una mujer casada insatisfecha, le pone los cuernos a su opulento marido, lo arruina y termina suicidándose...",El amante de Lady Chatterley,Madam Bovary *,Fanny Hill
,,,,,,
T155,5,Ciencias y Tecnología,"Fue el primero en orbitar la Tierra, a 28 mil kilómetros por hora, en tan solo 108 minutos...",John Glenn,Yuri Gagarín *,Vladimir Komarov
,,,,,,
T155,6,Cultura General,"Por sus teorías sobre el Universo y los orígenes de la vida, se le dio el título de 'Padre de la cosmogonía'...",Anaximandro *,Sófocles,Pericles
,,,,,,
T156,1,México,"¿En qué año fue fundada la Gran Tenochtitlán, capital del Imperio Mexica?",1821,1325 *,1521
,,,,,,
T156,2,Historia Universal,"Famoso estafador italiano que se hacía pasar por adivino, hipnotizador, fundador de la masonería e inventor del elíxir de la juventud...",Cagliostro *,Nostradamus,Paracelso
,,,,,,
T156,3,Geografía Universal,"Estados Unidos, Canadá, Suecia, Noruega, Dinamarca, Finlandia y Rusia poseen las regiones árticas; cual de ellas posee casi la mitad del total ?",Rusia *,Dinamarca,Estados Unidos
,,,,,,
T156,4,"Artes, Deportes y Entretenimientos","Por su asombroso dominio del violín, que podía tocar con una sola cuerda, se llegó a decir que este músico tenía pacto con el diablo...",Franz Schubert,Claude Debussy,Nicolo Paganini *
,,,,,,
T156,5,Ciencias y Tecnología,"Hay tortugas de mar y de tierra, chicas y grandes y todas pertenecen a una misma familia, la de los...",Sirenios,Quelonios *,Gasterópodos
,,,,,,
T156,6,Cultura General,"Dos de las tres palabrasque a continuación conocerás, nunca llevan acento, cuál sí, dependiendo de su sinificado...",Fue,Vio,De *
,,,,,,
T157,1,México,¿Quién fue el segundo Virrey de Nueva España que liberó a miles de indígenas sometidos a esclavitud y fundó la Real y Pontificia Universidad de México ?,Luis de Velasco *,Juan O'Donojú,Félix Ma. Calleja
,,,,,,
T157,2,Historia Universal,"¿En qué mar impuso EE.UU. a la Unión Soviética un bloqueo naval  en 1962, que estuvo a punto de desatar la  tercera guerra mundial ?",Golfo Pérsico,Mar Rojo,Mar caribe *
,,,,,,
T157,3,Geografía Universal,"¿Cuál es el país más grande de Europa, de Asia y del mundo?",China,Rusia *,India
,,,,,,
T157,4,"Artes, Deportes y Entretenimientos","Cuadro cubista de Picasso que denuncia el brutal bombardeo nazi en apoyo de Franco,sobre una inerme aldea vasca, en 1937...",Guernica *,El grito,Los fusilamientos del 3 de mayo
,,,,,,
T157,5,Ciencias y Tecnología,"¿Cuál de las naves del proyecto Apolo puso al primer ser humano en la Luna, el 20 de Julio de 1969?",Apolo XI *,Apolo XII,Apolo XIII
,,,,,,
T157,6,Cultura General,"Aunque pocas, tenemos en el castellano palabras prestadas del francés que nunca devolvimos; cómo se llaman?",Franquismos,Anglicismos,Galicismos *
,,,,,,
T158,1,México,¿Qué estado de la República Mexicana tiene menos habitantes por Km/2?,Sonora,Chihuahua,Baja California Sur *
,,,,,,
T158,2,Historia Universal,"Antes que Donald Trump, qué presidente del Partido Republicano perdió su reelección?",Lyndon Johnson,Ronald Reagan,George Bush * (hijo)
,,,,,,
T158,3,Geografía Universal,"¿Cuál es el lago más grande de Centroamérica, llamado Cocibolca por los nativos y Mar Dulce por los españoles?",Lago Managua,Lago Atitlán,Lago Nicaragua *
,,,,,,
T158,4,"Artes, Deportes y Entretenimientos",Novela de Víctor Hugo sobre un ex presidiario perseguido 25 años por un delito que le había sido perdonado por su víctma...,Los miserables *,La cartuja de Parma,En nombre de la rosa
,,,,,,
T158,5,Ciencias y Tecnología,"Todos los animales mamíferos, somos terrestres, con dos excepciones:los cetáceos como el delfín ylos sirenios como...",La Mantarraya,El Manatí *,La Foca
,,,,,,
T158,6,Cultura General,"¿Qué rey protestante de Francia dijo 'París bien vale una misa', al convertirse al catolicismo de dientes para afuera?",Enrique IV *,Luis IX,Francisco I
,,,,,,
T159,1,México,"¿Quién ha sido el único presidente mexicano vitalicio por decreto, aunque le duró solo dos años el gusto?",Porfirio Díaz,Plutarco Elías Calles,Antonio López de Santa Anna *
,,,,,,
T159,2,Historia Universal,"La Constitución de Cádiz, de 1812, establece en España un gobierno más democrático; qué rey la abolió en 1814 y encarceló a sus autores",Alfonso XIII,Carlos IV,Fernando VII *
,,,,,,
T159,3,Geografía Universal,"Europa tiene 4 grandes penínsulas, Ibérica, Itálica, Escandinava y ...",kamchatka,Balcánica *,Labrador
,,,,,,
T159,4,"Artes, Deportes y Entretenimientos","¿En qué mundial metió Maradona un gol con la mano, y otro que quizá ha sido el más bello de la historia de la Copa?",México ´86 *,Argentina ´78,España ´82
,,,,,,
T159,5,Ciencias y Tecnología,"Científico francés, fundador de la Química moderna, que fue injustamente guillotinado en la Revolución Francesa.",Blaise Pascal,René Descartes,Antoine Laurent de Lavoisier *
,,,,,,
T159,6,Cultura General,"Según la Biblia;cuántos años vivió Matusalén, en tanto que su descendient Noe,solo llegó a los 950 años?",1851,969 *,1456
,,,,,,
T160,1,México,"¿A qué general realista encomendó el virrey Ruiz de Apodaca combatir a Vicente Guerrero, y para su sorpresa se unió a él, cosa que le costó la chamba?",Anastasio de Bustamante,Antonio López de Santa Anna,Agustín de Iturbide*
,,,,,,
T160,2,Historia Universal,"¿La caída de qué ciudad española puso fin a la ocupación árabe de su territorio, que duró casi ocho siglos?",Sevilla,Granada *,Córdoba
,,,,,,
T160,3,Geografía Universal,"La capital de Hungría se formó por la unión de dos ciudades separadas por el río Danubio; una es Pest, la otra...",Buda *,Sofía,Tirana
,,,,,,
T160,4,"Artes, Deportes y Entretenimientos","Si sabes de futbol y de aritmética, ya la hiciste:¿Con qué diferencia de años organizó México sus dos Copas del Mundo?",24,16*,20
,,,,,,
T160,5,Ciencias y Tecnología,Sostuvo hace 500 años que la Tierra gira  una vez al día sobre su eje y cada año en torno al Sol...,Nicolás Copérnico *,Isaac Newton,Blaise Pascal
,,,,,,
T160,6,Cultura General,"Lo que sabemos es una gota de agua; lo que ignoramos, es el océano'.Dicho por elcientífico inglés mas grnde de todos los tiempos, llamado...",Isaac Newton *,Johannes Kepler,Nicolás Copérnico
,,,,,,
T161,1,México,"¿Qué estado de la república es, con sus 4000 kilómetros cuadrados, casi tres veces mas grande que la Ciudad de México ?",Colima,Hidalgo,Tlaxcala*
,,,,,,
T161,2,Historia Universal,"Los Reyes católicos expulsaron de España tanto a los árabes como a los judíos, aunque por diferentes razones.¿En que año?",1492*,1519,1638
,,,,,,
T161,3,Geografía Universal,"¿En qué océano está El cinturón de fuego, donde se encuentran tres de cada cuatro volcanes activos y ocurren el 90% detemblores del mundo?",Atlántico,Ïndico,Pacífico *
,,,,,,
T161,4,"Artes, Deportes y Entretenimientos","En la temporada 2012 de las Grandes Ligas de Béisbol, se lanzaron  tes juegos perfectos.¿Cuántos suman en toda su historia, que exceda los 135 años?",88,144,23 *
,,,,,,
T161,5,Ciencias y Tecnología,¿Cómo se llama la sustancia que da  color a la piel de los humanos y la mayoría de los seres vivos?,Riboflavina,Renina,Melanina *
,,,,,,
T161,6,Cultura General,"¿Quién es el autor del Imperativo categórico, que nos recomienda actuar como creemos que debieran hacerlo todos los demás?",Blaise Pascal,Immanuel kant *,René Descartes
,,,,,,
T162,1,México,"¿Qué ciudad colonial, una de las más bellas del país por su arquitectura, destaca además por su hermosa orfebrería?",Taxco*,Querétaro,San Luis Potosí
,,,,,,
T162,2,Historia Universal,¿A qué histórico personaje presenta la novela Los tres Mosqueteros como un político codicioso y hambriento de poder?,Cardenal Richelieu*,Napoleón Bonaparte,Luis XIV
,,,,,,
T162,3,Geografía Universal,"Fué construída entre 1912 y 1929 por un arquitecto inglés, para sustituir a Calcuta (hoy Kolkata) como capital nacional",Nueva Delhi*,Nueva Guinea,Nueva Caledonia
,,,,,,
T162,4,"Artes, Deportes y Entretenimientos","¿Quién empató en 2020,  el record de 20 títulos individuales de Grand Slam impuesto por Roger Federer en 2018?",Novak Djokovic,Andy Murray,Rafael Nadal*
,,,,,,
T162,5,Ciencias y Tecnología,"Hay aves majestuosas, como el cisne y el pavorreal; otras muy feas como el avestruz, y algunas demasiado ruidosas como...",La chachalaca*,El Pelícano,El Tucán
,,,,,,
T162,6,Cultura General,"Filósofo alemán famoso por su pesimismo y su aversión a la mujer, a la cual calificó de animal de cabellos largos e ideas cortas.",Friedrich Von Schiller,Arthur Schopenhauer*,Friedrich Nietzche
,,,,,,
T163,1,México,¿Qué lugar obtuvo México en los Juegos Panamericanos de Lima 2019?,Tercero *,Quinto,Noveno
,,,,,,
T163,2,Historia Universal,"¿Qué miembro del parlamento Inglés consiguió la condena a muerte del rey Carlos I por traición , en 1649?",William Pitt,Benjamin Disraeli,Oliver Cromwell *
,,,,,,
T163,3,Geografía Universal,¿Qué lago ruso contiene la quinta parte del agua liquida dulce del planeta? Está en Siberia y lo bordea el Tren Transiberiano...,Ladoga,Baikal *,Bolsena
,,,,,,
T163,4,"Artes, Deportes y Entretenimientos",Jonathan Pryce fue nominado al Oscar de 2020 por su gran actuación como el papa...,Francisco *,Juan Pablo II,Benedicto XVI
,,,,,,
T163,5,Ciencias y Tecnología,¿Qué ave migratoria es capaz de regresar a su mismo nido despues de un viaje de miles de kilómetros?,Pelícano,Golondrina *,Gaviota
,,,,,,
T163,6,Cultura General,"Muchas palabras funcionan como pronombres o como  adjetivos ; por ejemplo'cinco'. Cuál de estos términos, que emplean el número cinco, es un ponombre?",Cinco pesos,Me dio cinco *,Nos vemos alas cinco de la tarde
,,,,,,
T164,1,México,¿Qué importante centro siderúrgico fue alguna vez la capital del estado de Coahuila?,Torreón,Monclova *,Piedras Negras
,,,,,,
T164,2,Historia Universal,¿Cómo llamó Magallanes a la vía interoceánica que usó para pasar del Atlántico al Pacífico en su histórico viaje?,Torres,La sonda,Todos los Santos *
,,,,,,
T164,3,Geografía Universal,"Capital milenaria, a orillas del río Tigris, de 7 millones de habitantes, que no conoce la dicha de vivir en paz...",Damasco,Bagdad *,Beirut
,,,,,,
T164,4,"Artes, Deportes y Entretenimientos",¿Qué película de 2018 ganó el Oscar denunciando la discriminación racial de EE.UU. en la década de los ´60?,Si la colonia hablara,El infiltradodel KKKlan,Green Book: una amistad sin fronteras.
,,,,,,
T164,5,Ciencias y Tecnología,"La palabra polígono, de orígen griego,significa 'muchos ángulos'; qué significa la palabra poliedro del mismo orígen?",Muchos lados,Muchas líneas,Muchas caras *
,,,,,,
T164,6,Cultura General,¿Con qué nombre hebreo catalogan los judíos los alimentos que son apropiados según los preceptos bíblicos del Levítico?,Kosher *,Arvit,Pesaj
,,,,,,
T165,1,México,"¿Cuál es la única capital estatal situada a orillas del Mar Caribe, muy cerca de de la laguna de Bacalar?",Campeche,Chetumal *,Tuxtla Gutiérrez
,,,,,,
T165,2,Historia Universal,¿Qué guerra tuvo mayor potencia explosiva que todas las anteriores juntas ?,La II Guerra Mundial,La de Vietnam *,La del Golfo Pérsico
,,,,,,
T165,3,Geografía Universal,"¿A qué proceloso mar corresponde el Canal de la Mancha, que conecta el Océano Atlántico con el Mar Báltico? ",Mar Negro,Mar del Norte *,Mar Jónico
,,,,,,
T165,4,"Artes, Deportes y Entretenimientos","En esta película, un niño alemán es amigo de un grotesco Adolf Hitler imaginario...",El Escándalo,Jo Jo Rabbit *,Había una vez en ...Hollywood
,,,,,,
T165,5,Ciencias y Tecnología,"Es autor de La Teoría de la Relatividad, de la que todo mundo habla y de la que casi nadie entiende...",Albert Einstein *,Carl Sagan,Stephen Hawking
